QML,QASM,Real_device,Y_true
-0.2290577165298225,-0.19140625,0.03515625,0
0.029055683646184695,0.021484375,0.083984375,0
-0.12763018461759482,-0.126953125,0.12109375,0
0.4732118576124549,0.517578125,0.359375,1
-0.21431928948248083,-0.248046875,0.09375,0
0.32564334107104087,0.3828125,0.109375,1
0.010516789963389362,0.04296875,0.1015625,0
0.2661052610835387,0.2578125,0.20703125,1
-0.11909397221918956,-0.150390625,0.11328125,0
0.6490128751659845,0.65234375,0.27734375,1
-0.19250032211899296,-0.16015625,0.09375,0
0.36892616445360854,0.421875,0.08203125,1
0.07070035650549111,0.05078125,0.240234375,1
0.42013314433553284,0.388671875,0.11328125,1
0.2659396941765699,0.30859375,0.201171875,1
-0.33098463156063757,-0.34765625,-0.00390625,0
0.4451006233747458,0.41015625,0.130859375,1
0.17521603454955165,0.19921875,-0.021484375,1
0.3410280825813834,0.3515625,-0.017578125,1
0.14496416640439325,0.12109375,-0.09765625,1
0.39421670223961464,0.40234375,0.140625,1
-0.07264721276983654,-0.041015625,0.078125,0
0.24109180850254114,0.216796875,0.044921875,1
-0.25310262963655733,-0.25,-0.046875,0
-0.32545881708449265,-0.322265625,-0.1171875,0
-0.21985769982807754,-0.25,-0.029296875,0
0.4201414948894766,0.43359375,0.126953125,1
-0.006652559845487369,0.015625,0.056640625,0
0.3009889022057939,0.3125,0.103515625,1
-0.3111220922630904,-0.341796875,-0.10546875,0
-0.2834360738343638,-0.28515625,-0.001953125,0
0.32311053815419943,0.328125,0.080078125,1
-0.185588287523252,-0.203125,0.111328125,0
0.36336207657301317,0.349609375,0.21875,1
0.08052072822097345,0.130859375,-0.0390625,1
-0.01860815972586238,0.001953125,0.111328125,0
-0.11252505579846853,-0.12109375,0.130859375,0
0.22074949481824482,0.201171875,0.08203125,1
-0.29367069432550136,-0.2578125,-0.0859375,0
-0.1899806449254777,-0.20703125,-0.087890625,0
-0.23695480797345533,-0.2421875,-0.033203125,0
0.1670358279019422,0.15625,0.265625,1
0.2676446218430709,0.27734375,0.015625,1
0.2423156853005699,0.3046875,0.03125,1
0.16490521674520509,0.140625,0.298828125,1
0.06371192999100468,0.078125,-0.009765625,0
-0.16771686762671964,-0.171875,0.033203125,0
-0.18541947041073778,-0.244140625,-0.048828125,0
-0.33294696728205414,-0.31640625,0.04296875,0
0.10759204753833283,0.0703125,0.087890625,1
